candidate_id,entry_id,text_source,author_group,left_term_key,right_term_key,relation_type,evidence_display,review_status,review_confidence,reviewer,review_note
SNRC-00011,AET_LM-1.100,AET_LM,Aetius,ελαια,ελαιον,unreviewed,"ν δὲ συμμέτρως ἐστὶ τῆς μέσης κράσεως καὶ διαφορητικώτερον τοῦ ὠμοτριβοῦς. τὸ δὲ ὠμοτριβὲς ἢ ὀμφάκινον ὀνομαζόμενον εἰς ὅσον στύψεως μετείληφεν, εἰς τοσοῦτον καὶ ψύξεως. τὸ δὲ παλαιὸν ἔλαιον τὸ μὲν ἐκ τοῦ γλυκέος καλουμένου γιγνόμενον, θερμότερόν τε καὶ",pending_llm_review,,,
SNRC-00012,AET_LM-1.100,AET_LM,Aetius,ελαια,ελαιον παλαιον,unreviewed,"ν δὲ συμμέτρως ἐστὶ τῆς μέσης κράσεως καὶ διαφορητικώτερον τοῦ ὠμοτριβοῦς. τὸ δὲ ὠμοτριβὲς ἢ ὀμφάκινον ὀνομαζόμενον εἰς ὅσον στύψεως μετείληφεν, εἰς τοσοῦτον καὶ ψύξεως. τὸ δὲ παλαιὸν ἔλαιον τὸ μὲν ἐκ τοῦ γλυκέος καλουμένου γιγνόμενον, θερμότερόν τε καὶ",pending_llm_review,,,
SNRC-00013,AET_LM-1.101,AET_LM,Aetius,ελαιον,ελαιον κικινον,unreviewed," κίκινον κατ' Αἴγυπτον γίγνεται, τοῦ σπέρματος τῆς κίκεως, ὃ καλεῖται κρότωνες, κοπτομένου ἢ θλιβομένου ἢ δι' ὕδατος θερμοῦ ἀναλεγομένου. ἐστὶ δὲ λεπτομερὲς καὶ διαφορητικὸν ὡς τὸ παλαιὸν ἔλαιον. σμήχει δὲ ἀλφοὺς ἐφήλεις φακοὺς συνεχῶς χριόμενον. παραπλ",pending_llm_review,,,
SNRC-00014,AET_LM-1.101,AET_LM,Aetius,ελαιον,ελαιον παλαιον,unreviewed," κίκινον κατ' Αἴγυπτον γίγνεται, τοῦ σπέρματος τῆς κίκεως, ὃ καλεῖται κρότωνες, κοπτομένου ἢ θλιβομένου ἢ δι' ὕδατος θερμοῦ ἀναλεγομένου. ἐστὶ δὲ λεπτομερὲς καὶ διαφορητικὸν ὡς τὸ παλαιὸν ἔλαιον. σμήχει δὲ ἀλφοὺς ἐφήλεις φακοὺς συνεχῶς χριόμενον. παραπλ",pending_llm_review,,,
SNRC-00015,AET_LM-1.101,AET_LM,Aetius,ελαιον,κικις,unreviewed," κίκινον κατ' Αἴγυπτον γίγνεται, τοῦ σπέρματος τῆς κίκεως, ὃ καλεῖται κρότωνες, κοπτομένου ἢ θλιβομένου ἢ δι' ὕδατος θερμοῦ ἀναλεγομένου. ἐστὶ δὲ λεπτομερὲς καὶ διαφορητικὸν ὡς τὸ παλαιὸν ἔλαιον. σμήχει δὲ ἀλφοὺς ἐφήλεις φακοὺς συνεχῶς χριόμενον. παραπλ",pending_llm_review,,,
SNRC-00016,AET_LM-1.101,AET_LM,Aetius,ελαιον,κροτων,unreviewed," κίκινον κατ' Αἴγυπτον γίγνεται, τοῦ σπέρματος τῆς κίκεως, ὃ καλεῖται κρότωνες, κοπτομένου ἢ θλιβομένου ἢ δι' ὕδατος θερμοῦ ἀναλεγομένου. ἐστὶ δὲ λεπτομερὲς καὶ διαφορητικὸν ὡς τὸ παλαιὸν ἔλαιον. σμήχει δὲ ἀλφοὺς ἐφήλεις φακοὺς συνεχῶς χριόμενον. παραπλ",pending_llm_review,,,
SNRC-00017,AET_LM-1.101,AET_LM,Aetius,ελαιον,ραφανινος,unreviewed," κίκινον κατ' Αἴγυπτον γίγνεται, τοῦ σπέρματος τῆς κίκεως, ὃ καλεῖται κρότωνες, κοπτομένου ἢ θλιβομένου ἢ δι' ὕδατος θερμοῦ ἀναλεγομένου. ἐστὶ δὲ λεπτομερὲς καὶ διαφορητικὸν ὡς τὸ παλαιὸν ἔλαιον. σμήχει δὲ ἀλφοὺς ἐφήλεις φακοὺς συνεχῶς χριόμενον. παραπλ",pending_llm_review,,,
SNRC-00018,AET_LM-1.101,AET_LM,Aetius,ελαιον,υδωρ,unreviewed," κίκινον κατ' Αἴγυπτον γίγνεται, τοῦ σπέρματος τῆς κίκεως, ὃ καλεῖται κρότωνες, κοπτομένου ἢ θλιβομένου ἢ δι' ὕδατος θερμοῦ ἀναλεγομένου. ἐστὶ δὲ λεπτομερὲς καὶ διαφορητικὸν ὡς τὸ παλαιὸν ἔλαιον. σμήχει δὲ ἀλφοὺς ἐφήλεις φακοὺς συνεχῶς χριόμενον. παραπλ",pending_llm_review,,,
SNRC-00019,AET_LM-1.101,AET_LM,Aetius,ελαιον,υδωρ θερμον,unreviewed," κίκινον κατ' Αἴγυπτον γίγνεται, τοῦ σπέρματος τῆς κίκεως, ὃ καλεῖται κρότωνες, κοπτομένου ἢ θλιβομένου ἢ δι' ὕδατος θερμοῦ ἀναλεγομένου. ἐστὶ δὲ λεπτομερὲς καὶ διαφορητικὸν ὡς τὸ παλαιὸν ἔλαιον. σμήχει δὲ ἀλφοὺς ἐφήλεις φακοὺς συνεχῶς χριόμενον. παραπλ",pending_llm_review,,,
SNRC-00020,AET_LM-1.101,AET_LM,Aetius,ελαιον,σπερματος της κικεως,unreviewed," κίκινον κατ' Αἴγυπτον γίγνεται, τοῦ σπέρματος τῆς κίκεως, ὃ καλεῖται κρότωνες, κοπτομένου ἢ θλιβομένου ἢ δι' ὕδατος θερμοῦ ἀναλεγομένου. ἐστὶ δὲ λεπτομερὲς καὶ διαφορητικὸν ὡς τὸ παλαιὸν ἔλαιον. σμήχει δὲ ἀλφοὺς ἐφήλεις φακοὺς συνεχῶς χριόμενον. παραπλ",pending_llm_review,,,
SNRC-00021,AET_LM-1.101,AET_LM,Aetius,ελαιον κικινον,ελαιον παλαιον,unreviewed," κίκινον κατ' Αἴγυπτον γίγνεται, τοῦ σπέρματος τῆς κίκεως, ὃ καλεῖται κρότωνες, κοπτομένου ἢ θλιβομένου ἢ δι' ὕδατος θερμοῦ ἀναλεγομένου. ἐστὶ δὲ λεπτομερὲς καὶ διαφορητικὸν ὡς τὸ παλαιὸν ἔλαιον. σμήχει δὲ ἀλφοὺς ἐφήλεις φακοὺς συνεχῶς χριόμενον. παραπλ",pending_llm_review,,,
SNRC-00022,AET_LM-1.101,AET_LM,Aetius,ελαιον κικινον,κικις,unreviewed," κίκινον κατ' Αἴγυπτον γίγνεται, τοῦ σπέρματος τῆς κίκεως, ὃ καλεῖται κρότωνες, κοπτομένου ἢ θλιβομένου ἢ δι' ὕδατος θερμοῦ ἀναλεγομένου. ἐστὶ δὲ λεπτομερὲς καὶ διαφορητικὸν ὡς τὸ παλαιὸν ἔλαιον. σμήχει δὲ ἀλφοὺς ἐφήλεις φακοὺς συνεχῶς χριόμενον. παραπλ",pending_llm_review,,,
SNRC-00023,AET_LM-1.101,AET_LM,Aetius,ελαιον κικινον,κροτων,unreviewed," κίκινον κατ' Αἴγυπτον γίγνεται, τοῦ σπέρματος τῆς κίκεως, ὃ καλεῖται κρότωνες, κοπτομένου ἢ θλιβομένου ἢ δι' ὕδατος θερμοῦ ἀναλεγομένου. ἐστὶ δὲ λεπτομερὲς καὶ διαφορητικὸν ὡς τὸ παλαιὸν ἔλαιον. σμήχει δὲ ἀλφοὺς ἐφήλεις φακοὺς συνεχῶς χριόμενον. παραπλ",pending_llm_review,,,
SNRC-00024,AET_LM-1.101,AET_LM,Aetius,ελαιον κικινον,ραφανινος,unreviewed," κίκινον κατ' Αἴγυπτον γίγνεται, τοῦ σπέρματος τῆς κίκεως, ὃ καλεῖται κρότωνες, κοπτομένου ἢ θλιβομένου ἢ δι' ὕδατος θερμοῦ ἀναλεγομένου. ἐστὶ δὲ λεπτομερὲς καὶ διαφορητικὸν ὡς τὸ παλαιὸν ἔλαιον. σμήχει δὲ ἀλφοὺς ἐφήλεις φακοὺς συνεχῶς χριόμενον. παραπλ",pending_llm_review,,,
SNRC-00025,AET_LM-1.106,AET_LM,Aetius,ζεον υδωρ,υδωρ,unreviewed,καρύινον. Ὁμοίως τῷ ἀμυγδαλίνῳ καὶ τοῦτο σκευάζεται ἢ κοπτομένῳ καὶ πιεζομένῳ ἢ εἰς ζέον ὕδωρ ἐμβαλλομένῳ μετὰ τὸ κοπῆναι καὶ ἁρμόζει δὲ τοῖς αὐτοῖς· περιττὸν δὲ ἔχει τὸ χρησιμεύειν τοῖς χρυσοῦσιν ἢ ἐγκαίουσι· ξηρα,pending_llm_review,,,
SNRC-00026,AET_LM-1.108,AET_LM,Aetius,αλευρον,δαφνη,unreviewed,χεῖς χριόμενον ἐν βαλανείοις ἀποθεραπεύει. φευκτέον δὲ αὐτὸ ἐπὶ τῶν φλεγμαινόντων λειχήνων ἢ ψωρῶν καὶ ἐπὶ τῶν θερμῶν κράσεων καὶ χολωδῶν. τοῖς γὰρ ὑγροῖς καὶ φλεγματικοῖς ἁρμόττει καὶ πᾶσι τοῖς ὑπὸ ψύξεως ἐνοχλουμένοις τὰ ἄρθρα καὶ ἰσχιαδικοῖς κατάλληλ,pending_llm_review,,,
SNRC-00027,AET_LM-1.108,AET_LM,Aetius,αλευρον,δαφνις,unreviewed,χεῖς χριόμενον ἐν βαλανείοις ἀποθεραπεύει. φευκτέον δὲ αὐτὸ ἐπὶ τῶν φλεγμαινόντων λειχήνων ἢ ψωρῶν καὶ ἐπὶ τῶν θερμῶν κράσεων καὶ χολωδῶν. τοῖς γὰρ ὑγροῖς καὶ φλεγματικοῖς ἁρμόττει καὶ πᾶσι τοῖς ὑπὸ ψύξεως ἐνοχλουμένοις τὰ ἄρθρα καὶ ἰσχιαδικοῖς κατάλληλ,pending_llm_review,,,
SNRC-00028,AET_LM-1.108,AET_LM,Aetius,αλευρον,ελαιον,unreviewed,χεῖς χριόμενον ἐν βαλανείοις ἀποθεραπεύει. φευκτέον δὲ αὐτὸ ἐπὶ τῶν φλεγμαινόντων λειχήνων ἢ ψωρῶν καὶ ἐπὶ τῶν θερμῶν κράσεων καὶ χολωδῶν. τοῖς γὰρ ὑγροῖς καὶ φλεγματικοῖς ἁρμόττει καὶ πᾶσι τοῖς ὑπὸ ψύξεως ἐνοχλουμένοις τὰ ἄρθρα καὶ ἰσχιαδικοῖς κατάλληλ,pending_llm_review,,,
SNRC-00029,AET_LM-1.108,AET_LM,Aetius,αλευρον,μελι,unreviewed,χεῖς χριόμενον ἐν βαλανείοις ἀποθεραπεύει. φευκτέον δὲ αὐτὸ ἐπὶ τῶν φλεγμαινόντων λειχήνων ἢ ψωρῶν καὶ ἐπὶ τῶν θερμῶν κράσεων καὶ χολωδῶν. τοῖς γὰρ ὑγροῖς καὶ φλεγματικοῖς ἁρμόττει καὶ πᾶσι τοῖς ὑπὸ ψύξεως ἐνοχλουμένοις τὰ ἄρθρα καὶ ἰσχιαδικοῖς κατάλληλ,pending_llm_review,,,
SNRC-00030,AET_LM-1.108,AET_LM,Aetius,αλευρον,πεπεμμενον ελαιον,unreviewed,χεῖς χριόμενον ἐν βαλανείοις ἀποθεραπεύει. φευκτέον δὲ αὐτὸ ἐπὶ τῶν φλεγμαινόντων λειχήνων ἢ ψωρῶν καὶ ἐπὶ τῶν θερμῶν κράσεων καὶ χολωδῶν. τοῖς γὰρ ὑγροῖς καὶ φλεγματικοῖς ἁρμόττει καὶ πᾶσι τοῖς ὑπὸ ψύξεως ἐνοχλουμένοις τὰ ἄρθρα καὶ ἰσχιαδικοῖς κατάλληλ,pending_llm_review,,,
SNRC-00031,AET_LM-1.108,AET_LM,Aetius,αλευρον,τηλις αλευρον,unreviewed,χεῖς χριόμενον ἐν βαλανείοις ἀποθεραπεύει. φευκτέον δὲ αὐτὸ ἐπὶ τῶν φλεγμαινόντων λειχήνων ἢ ψωρῶν καὶ ἐπὶ τῶν θερμῶν κράσεων καὶ χολωδῶν. τοῖς γὰρ ὑγροῖς καὶ φλεγματικοῖς ἁρμόττει καὶ πᾶσι τοῖς ὑπὸ ψύξεως ἐνοχλουμένοις τὰ ἄρθρα καὶ ἰσχιαδικοῖς κατάλληλ,pending_llm_review,,,
SNRC-00032,AET_LM-1.108,AET_LM,Aetius,αλευρον,ωον,unreviewed,χεῖς χριόμενον ἐν βαλανείοις ἀποθεραπεύει. φευκτέον δὲ αὐτὸ ἐπὶ τῶν φλεγμαινόντων λειχήνων ἢ ψωρῶν καὶ ἐπὶ τῶν θερμῶν κράσεων καὶ χολωδῶν. τοῖς γὰρ ὑγροῖς καὶ φλεγματικοῖς ἁρμόττει καὶ πᾶσι τοῖς ὑπὸ ψύξεως ἐνοχλουμένοις τὰ ἄρθρα καὶ ἰσχιαδικοῖς κατάλληλ,pending_llm_review,,,
SNRC-00033,AET_LM-1.108,AET_LM,Aetius,αλευρον,εκ του καρπου της δαφνης,unreviewed,χεῖς χριόμενον ἐν βαλανείοις ἀποθεραπεύει. φευκτέον δὲ αὐτὸ ἐπὶ τῶν φλεγμαινόντων λειχήνων ἢ ψωρῶν καὶ ἐπὶ τῶν θερμῶν κράσεων καὶ χολωδῶν. τοῖς γὰρ ὑγροῖς καὶ φλεγματικοῖς ἁρμόττει καὶ πᾶσι τοῖς ὑπὸ ψύξεως ἐνοχλουμένοις τὰ ἄρθρα καὶ ἰσχιαδικοῖς κατάλληλ,pending_llm_review,,,
SNRC-00034,AET_LM-1.108,AET_LM,Aetius,αλευρον,του καρπου των δαφνιδων,unreviewed,χεῖς χριόμενον ἐν βαλανείοις ἀποθεραπεύει. φευκτέον δὲ αὐτὸ ἐπὶ τῶν φλεγμαινόντων λειχήνων ἢ ψωρῶν καὶ ἐπὶ τῶν θερμῶν κράσεων καὶ χολωδῶν. τοῖς γὰρ ὑγροῖς καὶ φλεγματικοῖς ἁρμόττει καὶ πᾶσι τοῖς ὑπὸ ψύξεως ἐνοχλουμένοις τὰ ἄρθρα καὶ ἰσχιαδικοῖς κατάλληλ,pending_llm_review,,,
SNRC-00035,AET_LM-1.108,AET_LM,Aetius,δαφνη,δαφνις,unreviewed,χεῖς χριόμενον ἐν βαλανείοις ἀποθεραπεύει. φευκτέον δὲ αὐτὸ ἐπὶ τῶν φλεγμαινόντων λειχήνων ἢ ψωρῶν καὶ ἐπὶ τῶν θερμῶν κράσεων καὶ χολωδῶν. τοῖς γὰρ ὑγροῖς καὶ φλεγματικοῖς ἁρμόττει καὶ πᾶσι τοῖς ὑπὸ ψύξεως ἐνοχλουμένοις τὰ ἄρθρα καὶ ἰσχιαδικοῖς κατάλληλ,pending_llm_review,,,
SNRC-00036,AET_LM-1.108,AET_LM,Aetius,δαφνη,ελαιον,unreviewed,χεῖς χριόμενον ἐν βαλανείοις ἀποθεραπεύει. φευκτέον δὲ αὐτὸ ἐπὶ τῶν φλεγμαινόντων λειχήνων ἢ ψωρῶν καὶ ἐπὶ τῶν θερμῶν κράσεων καὶ χολωδῶν. τοῖς γὰρ ὑγροῖς καὶ φλεγματικοῖς ἁρμόττει καὶ πᾶσι τοῖς ὑπὸ ψύξεως ἐνοχλουμένοις τὰ ἄρθρα καὶ ἰσχιαδικοῖς κατάλληλ,pending_llm_review,,,
SNRC-00037,AET_LM-1.108,AET_LM,Aetius,δαφνη,μελι,unreviewed,χεῖς χριόμενον ἐν βαλανείοις ἀποθεραπεύει. φευκτέον δὲ αὐτὸ ἐπὶ τῶν φλεγμαινόντων λειχήνων ἢ ψωρῶν καὶ ἐπὶ τῶν θερμῶν κράσεων καὶ χολωδῶν. τοῖς γὰρ ὑγροῖς καὶ φλεγματικοῖς ἁρμόττει καὶ πᾶσι τοῖς ὑπὸ ψύξεως ἐνοχλουμένοις τὰ ἄρθρα καὶ ἰσχιαδικοῖς κατάλληλ,pending_llm_review,,,
SNRC-00038,AET_LM-1.113,AET_LM,Aetius,ελαιον,ελαιον ομφακινον,unreviewed,τὸν βίκον εἰς φρέαρ ὕδατος ψυχροῦ ἡμέρας <μ>. ἁρμόζει δὲ κεφαλῇ θερμανθείσῃ καὶ ξηρανθείσῃ ἢ ἐξ ἡλιώσεως ἢ ἐκ πυρετῶν ἤ τινος ἄλλης τοιαύτης προφάσεως. ὑγραίνει γὰρ καὶ παρηγορεῖ καὶ ὕπνον ἐπάγει. καὶ ἐπὶ σπλάγχνων δὲ ἐν πυρετοῖς ἐκθερμαινομένων ἁρμοδία,pending_llm_review,,,
SNRC-00039,AET_LM-1.113,AET_LM,Aetius,ελαιον,κηρος,unreviewed,τὸν βίκον εἰς φρέαρ ὕδατος ψυχροῦ ἡμέρας <μ>. ἁρμόζει δὲ κεφαλῇ θερμανθείσῃ καὶ ξηρανθείσῃ ἢ ἐξ ἡλιώσεως ἢ ἐκ πυρετῶν ἤ τινος ἄλλης τοιαύτης προφάσεως. ὑγραίνει γὰρ καὶ παρηγορεῖ καὶ ὕπνον ἐπάγει. καὶ ἐπὶ σπλάγχνων δὲ ἐν πυρετοῖς ἐκθερμαινομένων ἁρμοδία,pending_llm_review,,,
SNRC-00040,AET_LM-1.113,AET_LM,Aetius,ελαιον,οξος,unreviewed,τὸν βίκον εἰς φρέαρ ὕδατος ψυχροῦ ἡμέρας <μ>. ἁρμόζει δὲ κεφαλῇ θερμανθείσῃ καὶ ξηρανθείσῃ ἢ ἐξ ἡλιώσεως ἢ ἐκ πυρετῶν ἤ τινος ἄλλης τοιαύτης προφάσεως. ὑγραίνει γὰρ καὶ παρηγορεῖ καὶ ὕπνον ἐπάγει. καὶ ἐπὶ σπλάγχνων δὲ ἐν πυρετοῖς ἐκθερμαινομένων ἁρμοδία,pending_llm_review,,,
SNRC-00041,AET_LM-1.113,AET_LM,Aetius,ελαιον,ροδον,unreviewed,τὸν βίκον εἰς φρέαρ ὕδατος ψυχροῦ ἡμέρας <μ>. ἁρμόζει δὲ κεφαλῇ θερμανθείσῃ καὶ ξηρανθείσῃ ἢ ἐξ ἡλιώσεως ἢ ἐκ πυρετῶν ἤ τινος ἄλλης τοιαύτης προφάσεως. ὑγραίνει γὰρ καὶ παρηγορεῖ καὶ ὕπνον ἐπάγει. καὶ ἐπὶ σπλάγχνων δὲ ἐν πυρετοῖς ἐκθερμαινομένων ἁρμοδία,pending_llm_review,,,
SNRC-00042,AET_LM-1.113,AET_LM,Aetius,ελαιον,ροδον ερυθρον,unreviewed,τὸν βίκον εἰς φρέαρ ὕδατος ψυχροῦ ἡμέρας <μ>. ἁρμόζει δὲ κεφαλῇ θερμανθείσῃ καὶ ξηρανθείσῃ ἢ ἐξ ἡλιώσεως ἢ ἐκ πυρετῶν ἤ τινος ἄλλης τοιαύτης προφάσεως. ὑγραίνει γὰρ καὶ παρηγορεῖ καὶ ὕπνον ἐπάγει. καὶ ἐπὶ σπλάγχνων δὲ ἐν πυρετοῖς ἐκθερμαινομένων ἁρμοδία,pending_llm_review,,,
SNRC-00043,AET_LM-1.113,AET_LM,Aetius,ελαιον,υδωρ,unreviewed,τὸν βίκον εἰς φρέαρ ὕδατος ψυχροῦ ἡμέρας <μ>. ἁρμόζει δὲ κεφαλῇ θερμανθείσῃ καὶ ξηρανθείσῃ ἢ ἐξ ἡλιώσεως ἢ ἐκ πυρετῶν ἤ τινος ἄλλης τοιαύτης προφάσεως. ὑγραίνει γὰρ καὶ παρηγορεῖ καὶ ὕπνον ἐπάγει. καὶ ἐπὶ σπλάγχνων δὲ ἐν πυρετοῖς ἐκθερμαινομένων ἁρμοδία,pending_llm_review,,,
SNRC-00044,AET_LM-1.113,AET_LM,Aetius,ελαιον ομφακινον,κηρος,unreviewed,τὸν βίκον εἰς φρέαρ ὕδατος ψυχροῦ ἡμέρας <μ>. ἁρμόζει δὲ κεφαλῇ θερμανθείσῃ καὶ ξηρανθείσῃ ἢ ἐξ ἡλιώσεως ἢ ἐκ πυρετῶν ἤ τινος ἄλλης τοιαύτης προφάσεως. ὑγραίνει γὰρ καὶ παρηγορεῖ καὶ ὕπνον ἐπάγει. καὶ ἐπὶ σπλάγχνων δὲ ἐν πυρετοῖς ἐκθερμαινομένων ἁρμοδία,pending_llm_review,,,
SNRC-00045,AET_LM-1.113,AET_LM,Aetius,ελαιον ομφακινον,οξος,unreviewed,τὸν βίκον εἰς φρέαρ ὕδατος ψυχροῦ ἡμέρας <μ>. ἁρμόζει δὲ κεφαλῇ θερμανθείσῃ καὶ ξηρανθείσῃ ἢ ἐξ ἡλιώσεως ἢ ἐκ πυρετῶν ἤ τινος ἄλλης τοιαύτης προφάσεως. ὑγραίνει γὰρ καὶ παρηγορεῖ καὶ ὕπνον ἐπάγει. καὶ ἐπὶ σπλάγχνων δὲ ἐν πυρετοῖς ἐκθερμαινομένων ἁρμοδία,pending_llm_review,,,
SNRC-00046,AET_LM-1.113,AET_LM,Aetius,ελαιον ομφακινον,ροδον,unreviewed,τὸν βίκον εἰς φρέαρ ὕδατος ψυχροῦ ἡμέρας <μ>. ἁρμόζει δὲ κεφαλῇ θερμανθείσῃ καὶ ξηρανθείσῃ ἢ ἐξ ἡλιώσεως ἢ ἐκ πυρετῶν ἤ τινος ἄλλης τοιαύτης προφάσεως. ὑγραίνει γὰρ καὶ παρηγορεῖ καὶ ὕπνον ἐπάγει. καὶ ἐπὶ σπλάγχνων δὲ ἐν πυρετοῖς ἐκθερμαινομένων ἁρμοδία,pending_llm_review,,,
SNRC-00047,AET_LM-1.113,AET_LM,Aetius,ελαιον ομφακινον,ροδον ερυθρον,unreviewed,τὸν βίκον εἰς φρέαρ ὕδατος ψυχροῦ ἡμέρας <μ>. ἁρμόζει δὲ κεφαλῇ θερμανθείσῃ καὶ ξηρανθείσῃ ἢ ἐξ ἡλιώσεως ἢ ἐκ πυρετῶν ἤ τινος ἄλλης τοιαύτης προφάσεως. ὑγραίνει γὰρ καὶ παρηγορεῖ καὶ ὕπνον ἐπάγει. καὶ ἐπὶ σπλάγχνων δὲ ἐν πυρετοῖς ἐκθερμαινομένων ἁρμοδία,pending_llm_review,,,
