e_vol,e_p_start,e_p_end,book_no,chapter_no,section_no,subsection_no,book_no_gr,chapter_no_gr,subsection_no_gr,chapter_gr,section_gr,lemma_gr,var_par_prod_gr,entry_gr,lemma_en,var_par_prod_en,entry_en,cat
1,244,245,2,176,,,β´,ροϛ´,,ἀνεμώνη,,ἀνεμώνη,"ἄνθη, ἄνθος, καυλοί, ῥίζα, φύλλα, χυλός, ἀγρία, ἥμερος, ῥοιάς, μείζων, ῥυπαρά","ἀνεμώνη, οἱ δὲ ἀργεμώνιον, οἱ δὲ ἠρέμιον καλοῦσι. δισσή, ἡ μὲν ἀγρία ἡ δὲ ἥμερος. καὶ τῆς ἡμέρου ἡ μέν τις φοινίκεα φέρει τὰ ἄνθη ἡ δὲ ὑπόλευκα, γαλακτίζοντα ἢ πορφυρᾶ. φύλλα δὲ κοριοειδῆ, λεπ\τοσχιδέστερα τὰ πρὸς τῇ γῇ, καυλία χνοώδη, λεπτά, ὑπὲρ ὧν τὰ ἄνθη ὥσπερ μήκωνος, καὶ μέσα κεφάλια μέλανα ἢ κυανίζοντα· ῥίζα κατὰ μέγεθος ἐλαίας ἢ μείζων, οἱονεὶ γόνασι διειλημμένη. ἡ δὲ ἀγρία κατὰ πάντα μείζων τῆς ἡμέρου καὶ τοῖς φύλλοις πλατυτέρα καὶ σκληροτέρα, καὶ τὴν κεφαλὴν ἐπιμηκεστέραν ἔχει, ἄνθος φοινικοῦν, ῥιζία λεπτὰ καὶ πλείω. ἡ δέ τις ἔχει φύλλα μέλανα, δριμυτέρα οὖσα. 2 δύναμιν δὲ ἔχουσι δριμεῖαν ἀμφότεραι, ὅθεν ὁ χυλὸς τῆς ῥίζης αὐτῶν ῥινὶ ἐγχυθεὶς πρὸς κεφαλῆς κάθαρσιν ἁρμόζει· καὶ μασηθεῖσα δὲ ἡ ῥίζα ἄγει φλέγμα, ἑψηθεῖσα δὲ ἐν γλυκεῖ καὶ καταπλασσομένη ὀφθαλμῶν φλεγμονὰς ἰᾶται καὶ τὰς ἐν ὀφθαλμοῖς οὐλὰς ἀποσμᾷ· ἀνακαθαίρει δε καὶ τὰ ῥυπαρὰ τῶν ἑλκῶν. τὰ δὲ φύλλα καὶ οἱ καυλοὶ συνεψηθέντα πτισάνη καὶ ἐσθιόμενα γάλα κατασπᾷ, ἐν προσθέτῳ δὲ ἔμμηνα ἄγει, καταπλασθέντα δὲ λέπρας ἀφίστησιν. ἔνιοι δὲ μὴ δυνάμενοι διορίζειν ἀπὸ τῆς ἀγρίας ἀνεμώνης 3 τὴν λεγομένην ἀργεμώνην καὶ τὴν ῥοιάδα μήκωνα, περὶ ἧς ἐν ταῖς μήκωσιν ἱστορήσομεν (IV 63), διὰ τὸ τῶν ἀνθῶν μόχρουν, φοινίκεον ὑπάρχον, πλανῶνται τὴν Εὐπατόριον ἀργεμώνην ὀνομάζοντες· πλὴν τῆς ἀργεμώνης ἧττον βαθὺ τὸ φοινικοῦν ἐστι καὶ τῆς ῥοιάδος· ὀψιαίτερον δὲ αὕτη καὶ ἡ ἀργεμώνη ἀνθοῦσι, καὶ ἡ μὲν ἀργεμώνη ὀπὸν ἀνίησι κροκίζοντα καὶ δριμὺν πρὸς τὴν γεῦσιν ἰσχυρῶς, ἡ δὲ ῥοιὰς λευκότερον καὶ δριμύν. ἀμφό τεραι δὲ μεταξὺ κεφάλιον μήκωνι ἀγρίᾳ παραπλήσιον ἔχουσι, πλὴν τὸ μὲν τῆς ἀργεμώνης ἄνωθεν ὑπόπλατυ, τὸ δὲ τῆς ῥοιάδος ὑπόστενον. αἱ δὲ ἀνεμῶναι οὔτε ὀπὸν ἀνιᾶσιν οὔτε κωδύαν ἔχουσιν ἀλλ᾿ οἱονεὶ ἀσπαράγου ἄκρον, ἐν ἀρούραις τε τὸ πλεῖον ἐκεῖναι φύονται.",Poppy anemone,,"1. The poppy anemone: some call it argemonion and some eremion. It is of two kinds: one kind is wild^'* and the other cultivated. And of the %%See Dsc. II, n. 37. This is the scarlet windflower, A. fulgens which J. Berendes, p. 252, identifies as A. cultivated, some have red flowers and others whitish, somewhat milky in appearance or purple. It has leaves like those of coriander, the ones towards the ground having rather narrow slits, little stems that are downy and thin, on top of which the flowers are as of the poppy, and the center of the little heads are black or dark in color; the root is about as big as an olive or bigger, divided at intervals as if by joints. The wild is in every respect larger than the cultivated; not only does it have leaves that are broader and tougher but it also has a more oblong head; it has a red flower and many delicate rootlets. And there is one with darker leaves,^^ which is sharper. 2. Both kinds have a sharp property, wherefore the juice of their root when instilled into the nostrils is suitable for clearing the head; also when chewed, the root brings up phlegm; boiled in grape syrup and used as a plaster, it treats inflammations of the eyes and wipes off eye scars; it also cleanses the sordid elements of sores. Both the leaves and stems boiled together with barley gruel and eaten draw forth milk; used in a pessary, they draw down the menses and when plastered on they remove leprosies. 3. Some people, however, being unable of distinguish from the wild poppy anemone the so called wind-rose^’’ and the com poppy— regarding the latter we shall report in the chapter on poppies (IV, 63) —because their flowers are of the same red, mistakenly call the wind­ rose poppy anemone. But the red color of the wind-rose is less deep as is also the red of the com poppy; both it and the wind-rose bloom later; also, the wind-rose yields juice that is saffron-colored and very sharp in taste but the juice of the com poppy is whiter and sharp. Both have in the middle a little head veiy nearly like that of the wild poppy, except that the head of wind-rose is somewhat broad on top and that of the com poppy somewhat narrow. But poppy anemones neither yield juice nor have capsules, but a tip like that of asparagus, and for the most part those grow in fields. hortensis. J. Berendes, p. 253, identifies this as Anemone apennina. dpytpojvi'l, Papaver argenone L. See Dsc. 11, 177, below.",
1,245,246,2,177,,,β´,ροζ´,,ἀργεμώνη,,ἀργεμώνη,"ἄνθος, φύλλα, φύλλον, ἀγρία","ἀργεμώνη· ὅλον μέν ἐστιν ὅμοιον ἀγρίᾳ μήκωνι, τὸ δὲ φύλλον ἀνεμώνῃ ἔχει ὅμοιον, ἐσχισμένον, ἄνθος φοινικοῦν, κεφαλὴν δὲ ἐοικυῖαν μήκωνι ῥοιάδι, ἐπιμηκεστέραν δὲ καὶ πλατεῖαν κατὰ τὰ ἄνωθεν μέρη, ῥίζαν στρογγύλην· ὀπὸν δὲ ἀνίησι κροκίζοντα, δριμύν. καθαίρει δὲ ἄργεμα καὶ νεφέλια, καὶ φλεγμονὰς παρηγορεῖ τὰ φύλλα καταπλασσόμενα.",Wind-rose,,"The-wind rose: generally speaking, it is like a wild poppy, but its leaf is similar to the leaf of poppy anemone and it is split; its flower is red, the head resembles a com poppy, but it is more elongated and broad at the upper parts, and it has a round root; it yields juice that is saffron­ colored and pungent. It clears albugo and cloud-like opacities in the eyes, and when plastered on the leaves soothe inflammations.",
1,246,247,2,178_RV,,,β´,ροη´,,ἀργεμώνη ἑτέρα,,ἀργεμώνη ἑτέρα,"ἑτέρα, ἄρσην, φύλλα, χλωρά	","ἀργεμώνη ἑτέρα· οἱ δὲ ἀργεμώνην ἄρσενα, οἱ δὲ σαρκοκόλλαν, Ῥωμαῖοι ἀργεμώνιαμ· καὶ αὕτη παρέοικε μὲν ἀγρίᾳ μήκωνι τοῖς φύλλοις. δύναμιν δὲ ἔχει αὕτη χλωρὰ τριβομένη λεία καὶ ἐπιτιθεμένη διακοπὰς θεραπεύειν καὶ ὀφθαλμῶν φλεγμονὰς παύειν· ἁρμόζει δὲ καὶ δυσεντερικοῖς σὺν ὕδατι πινομένη, κολλητική τε τραυμάτων καὶ φλεγμονῶν ἐστιν εὔθετος, ὡσαύτως ἐπιτιθεμένη σπασμάτων καὶ τιλμάτων ἐστὶ θεραπευτική· ἁρμόζει καὶ θηριοδήκτος σὺν οἴνῳ [πινομένη.]",,,"Another argemone; some call it male argemone, others sarcocolla, the Romans argemonia. This one also resembles the wild poppy in its leaves. It has the power, when fresh and pounded smooth and applied, to treat deep cuts and stop inflammations of the eyes. It is also suitable for those with dysentery when drunk with water; it closes wounds and is suitable for inflammations. Likewise, when applied, it heals spasms and abrasions. It is also suitable for those bitten by venomous beasts [when drunk] with wine.",
1,247,248,2,178,,,β´,ροη´,,ἀναγαλλίς,,ἀναγαλλίς,"ἄνθος, χυλός, ἄρρην","ἀναγαλλίς, οἱ δὲ κιχόριον καλοῦσι· διττόν ἐστιν εῖδος αὐτῆς, διαφέρον ἄνθει· ἡ μὲν γὰρ κυάνεον ἔχουσα τὸ ἄνθος θήλεια λέγεται ἡ δὲ τὸ φοινικοῦν ἄρρην. θαμνία δέ ἐστι κεχυμένα ἐπὶ γῆς, φυλλάρια ἔχοντα ἐπὶ τετραγώνων καυλῶν μικρά, ὑποστρόγγυλα, πρὸς τὰ τῆς ἑλξίνης, καρπὸν δὲ περιφερῆ. εἰσὶ δ᾿ ἀμφότεραι τραυματικαί, ἀφλέγμαντοι, σκολόπων ἐπισπαστικαί, νομῶν ἐφεκτικαί. 2 ὁ δὲ χυλὸς αὐτῶν ἀναγαργαριζόμενος ἀποφλεγματίζει κεφαλὴν καὶ ῥισὶν ἔγχυτός ἐστι καὶ ὀδόντος πόνον παύει, ἐὰν εἰς τὸν ἀντικείμενον μυξωτῆρα τῷ ἀλγοῦντι ἐγχέῃς· καθαίρει δὲ καὶ ἄργεμα μετὰ μέλιτος Ἀττικοῦ καὶ ἀμβλυωπίαις βοηθεῖ, ὠφελεῖ καὶ ἐχεοδήκτους μετ᾿ οἴνου πινόμενος καὶ νεφριτικοὺς καὶ ἡπατικούς καὶ ὑδρωπιῶντας. φασὶ δ᾿ ἔνιοι τὴν μὲν ἔχουσαν τὸ κυανοῦν ἄνθος προπτώσεις δακτυλίου στέλλειν, τὴν δὲ τὸ φοινικοῦν ἐρεθίζειν καταπλασθεῖσαν.",Pimpernel,,"1. The pimpernel, but some call it cichorion. There are two kinds of this plant differing in their flower; for the one with a dark-blue flower is called female and the other with the red flower male. They are little shrubs, heaped on the ground, having small, somewhat round leaflets on four-cornered stems, tending toward the leaves of helxine~''’ and fruit that is round. Both kinds are used for wounds, they relieve inflammations, they extract splinters, and they are able to check spreading ulcers. 2. Their juice, used as a gargle, purges phlegm from the head; it is also infused into the nostrils; additionally, it stops a toothache if you should pour it into the nostril above the aching tooth. With Attic honey, it also clears albugo and it helps for dim-sightedness; when drunk with wine it is beneficial for viper bites, kidney disease, liver disease, and edemata. Some say that the one that has the dark-blue flowers stems prolapses of the anus when applied as a plaster and that the red-flowered aggravates them.",
1,249,250,2,179,,,β´,ροθ´,,κισσὸς,,κισσὸς,"ἄνθη, δάκρυον, μήτρα, φύλλα, ὦτα, κηρωτή, χυλός, λευκόν, λευκός, μέλας, σφαιρία","κισσὸς πολλὰς ἔχει διαφορὰς τὰς κατ᾿ εἶδος, τὰς δὲ γενικωτάτας τρεῖς· λέγεται γὰρ ὁ μέν τις λευκὸς ὁ δὲ μέλας ὁ δὲ ἕλιξ. καὶ ὁ μὲν λευκὸς λευκὸν φέρει καρπόν, ὁ δὲ μέλας μέλανα ἢ κροκίζοντα, δν δὴ ἔνιοι Διονύσιον καλοῦσιν, ὁ δὲ ἕλιξ ἄκαρπός τέ ἐστι καὶ λεπτὰ ἔχει τὰ κλήματα καὶ τὰ φύλλα λεπτά, γωνιοειδῆ, εὔρυθμα. πᾶς δὲ κισσὸς δριμύς ἐστι, στυπτικός, τοῦ νευρώδους ἁπτικός. ποιεῖ δὲ τὰ μὲν ἄνθη αὐτοῦ τοῖς τρισὶ δακτύλοις λημφθέντα καὶ ποθέντα σὺν οἴνῳ πρὸς δυσεντερίας· δὶς δὲ δεῖ τῆς ἡμέρας πίνειν· καὶ πρὸς πυρίκαυτα δὲ ἁρμόζει σὺν κηρωτῇ λειανθέντα. τὰ δὲ ἁπαλὰ τῶν φύλλων ἑψόμενα σὺν ὄξει ἢ ὠμὰ λειαινόμενα 2 σπλῆνα ἰᾶται· ῥινεγχυτοῦται δὲ ὁ χυλὸς τῶν φύλλων καὶ τῶν κορύμβων σὺν ἰρίνῳ ἢ μέλιτι ἢ νίτρῳ πρὸς τὰ χρόνια τῆς κεφαλῆς ἀλγήματα καὶ ἐπιβρέχεται σὺν ὄξει καὶ ῥοδίνῳ, ὠταλγίας τε καὶ πυορροοῦντα ὦτα σὺν ἐλαίῳ ἰᾶται. τοῦ δὲ μέλανος κισσοῦ ὁ χυλὸς καὶ οἱ κόρυμβοι ποθέντες ἀγονίαν ποιοῦσι, καὶ ταράσσουσι τὴν διάνοιαν πλεονασθέντες· λεανθέντα δὲ σφαιρία πέντε τῶν κορύμβων καὶ θερμανθέντα σὺν ῥοδίνῳ ἐν σιδίῳ καὶ ἐνσταχθέντα εἰς τὸ ἀντικείμενον οὖς ἐπὶ ὀδονταλγίας τὸ ἄλγημα πραύνει, μελαίνουσι δὲ καὶ τρίχας οἱ κόρυμβοι. καταπλάσσεται 3 δὲ τὰ φύλλα πρὸς πᾶν ἕλκος ἑψηθέντα σὺν οἴνῳ, καὶ κατακαύματα καὶ κακοήθη καὶ ἐφηλίδας θεραπεύει καταπλασθέντα, ὡς προείρηται, ἑχθά, κινοῦσι δὲ καὶ καταμήνια ποθέντες ἥ ὑποθυμιαθέντες οἰ κόρυμβοι λεῖοι, καὶ ποθέντες δὲ μετὰ τὴν κάθαρσιν δραχμῆς πλῆθος ἀτόκιόν ἐστι. καὶ ὁ μόσχος δὲ τῶν φύλλων μέλιτι δευθεὶς καὶ προστεθεὶς τῇ μήτρᾳ ἔμμηνα καὶ ἔμβρυα ἄγει, ὁ δὲ χυλὸς ἐνσταζόμενος τὰς ἐν ῥώθωσι δυσωδίας καὶ σηπεδόνας ἐκκαθαίρει. τὸ δὲ δάκρυον αὐτοῦ ψιλοῖ τρίχας καὶ φθεῖρας κτείνει ἐπαλειφόμενον, ὁ δὲ τῶν ῥιζῶν χυλὸς σὺν ὄξει ποθεὶς φαλαγγιοδήκτοις βοηθεῖ.",Ivy,,"1. The ivy has many characteristics that distinguish one species from the next, but the,principal characteristics are three; there is one kind called white, another black, and another spiral. And the white has ” %%In Dsc. Bk. IV, 39 and Bk. IV, 85, two different plants called helxine are discussed. The one in Bk. IV, 39 is the bindweed. Convolvulus arvensis. The plant of Bk. TV, 85 is pellitory, Parietaria officinalis. Compare also the description in Bk. TV, 85 with that of Bk. II, 183. white fruit, the black has black or saffron-colored fruit, which some call Dionysian, and the spiral not only does not bear fruit, but it also has delicate twigs as well as delicate, angular, and graceful leaves. All ivies are pungent, astringent, and act on the nervous system. A pinch of their flowers'^ drunk with wine is good for dysentery, but one must take the drink twice a day; they are also suitable for bums when triturated with a cerate. 2. The leaves that are tender, boiled with vinegar or triturated raw, treat the spleen; the juice of the leaves and of the berry clusters is poured into the nose with unguent of iris or honey or soda for chronic headaches; it is also sprinkled on the head with vinegar and unguent of roses, and with olive oil it treats purulent ears. But the juice of the leaves of the black ivy and of its berry clusters when drunk cause sterility, and if consumed to excess confuse the mind; five of the berries triturated, heated with unguent of roses in the shell of a pomegranate, and instilled into the ear on the opposite side of an aching tooth, assuage the toothache and the berries also dye hair black. 3. The leaves boiled in wine are applied as a poultice on every kind of sore, and when plastered on boiled, as indicated, treat bums, malignancies, and freckles. The berries, ground up and drunk or burned so as to produce smoke from below, set the menses going and an amount of one drachma taken in a drink at the end of the menstrual period causes barrenness. The leafstalk, too, smeared with honey and placed in the uterus, draws menstrual period and embryos/fetuses, and the juice when instilled clears off the bad smells and putrid humors of the nostrils. Its sap when smeared on thins the hair and destroys lice, and the juice of the roots when drunk with vinegar helps those bitten by venomous spiders.",
1,251,251,2,180,,,β´,ρπ´,,χελιδόνιον μέγα,,χελιδόνιον μέγα,"ἄνθος, καρπός, ῥίζα, σπερμάτια, φύλλα, φύλλον, χυλός, μέγα","χελιδόνιον μέγα· οἱ δὲ ὀθόνναν καλοῦσιν, οἱ δὲ κρίνον. καυλὸν ἔχει πηχυαῖον ἢ καὶ μείζονα, ἰσχνόν, ἔχοντα παραφυάδας φύλλων μεστάς, ὁμοίων βατραχίῳ, τρυφερώτερα μέντοι τὰ τοῦ χελιδονίου καὶ ὑπόγλαυκα τὴν χρόαν, καὶ παῤ ἕκαστον φύλλον ἄνθος ὥσπερ τοῦ λευκοίου· χυλὸς δὲ κροκώδης, δριμύς, δηκτικὸς ποσῶς καὶ ὑπόπικρος καὶ δυσώδης· ῥίζα ἄνωθεν μέν ἐστι μία, κάτωθεν δὲ πλείονες. καρπὸς δ᾿ ὥσπερ τῆς κερατίτιδος μήκωνος λεπτός, μακρὸς ὡς κῶνος, ἐν ᾧ σπερμάτια μείζονα μήκωνος. ταύτης ὁ χυλὸς μιγεὶς μέλιτι καὶ ἑψηθεὶς ἐν χαλκῷ ἀγγείῳ γείῳ> ἐπ᾿ ἄνθρακος ἁρμόζει πρὸς ὀξυωπίαν· χυλίζεται δὲ καὶ ἡ ῥίζα καὶ τὰ φύλλα καὶ ὁ καρπὸς ἀρχομένου θέρους καὶ ξηραίνεται ἐν σκιᾷ καὶ ἀναπλάσσεται. ἡ δὲ ῥίζα πινομένη σὺν ἀνήσσῳ καὶ οἴνῳ λευκῷ ἰκτερικούς θεραπεύει, καὶ ἕρπητας καταπλασσομένη: σὺν οἴνῳ, καὶ ὀδονταλγίας δὲ παύει διαμασωμένη. δοκεῖ δὲ κατωνομάσθαι χελιδόνιον, ἐπειδήπερ ἅμα ταῖς χελιδόσι φαινομέναις φύεται, ληγούσαις δὲ συμπαρακμάζει. τινὲς δὲ προσιστόρησαν ὅτι, ἐάν τις τυφλωθῇ τῶν τῆς χελιδόνος νεοσσῶν, αἱ μητέρες προσφέρουσαι τὴν πόαν ἰῶνται τὴν πήρωσιν αὐτοῦ.",Celandine,,"1. The celandine: some call this plant othonna and others crimnon. It has a thin stem, about a cubit tall or even taller that has offshoots full of leaves like those of ranunculus; the leaves of celandine, however, are tender and somewhat grey in color; also along each leaf there is a %%The 'pinch' here is defined by “the flowers one can pick up using three fingers.” flower as of the gillyflower. The juice is saffron-colored, sharp, somewhat biting, bitter, and foul smelling. The root in the upper part is single, but in the lower multiple. The fruit is like that of the homed poppy, delicate, long like a cone, containing little seeds bigger than the poppy’s. 2. Its juice, mixed with honey and boiled in a brazen cauldron over coals, is good for sharpening the vision; at the beginning of the summer, the root, leaves, and frait are converted into juice; it is then dried in the shade, and molded. Drunk with anise and white wine, the root treats people who have jaundice; plastered on with wine it treats shingles and when chewed it stops toothaches. It seems that it was named chelidonion'^ because it grows when the swallows appear and withers when they leave. Some have also reported that should any of the fledglings of a swallow be blind, mother swallows in offering this herb cure its blindness.",
1,252,252,2,181,,,β´,ρπα´,,χελιδόνιον τὸ μικρόν,,χελιδόνιον τὸ μικρόν,"ῥίζαι, ἄγριον, μόσχων, μικρόν","χελιδόνιον τὸ μικρόν· οἱ δὲ πυρὸν ἄγριον καλοῦσι. βοτάνιόν ἐστιν ἐκ μόσχων ἀπηρτημένον, ἄκαυλον, φύλλοις κισσοειδέσι, περιφεστέροις δὲ μᾶλλον καὶ μικροτέροις καὶ τρυφερωτέροις καὶ ὑπολιπαρωτέροις περιεχόμενον. ῥίζας δὲ ἔχει ἐκ τοῦ αὐτοῦ μικράς, πολλάς, ὥσπερ πυροὺς συσσεσωρευμένους· τρεῖς δὲ ἢ τέσσαρές εἰσιν αὐτῶν μακραὶ πεφυκυῖαι. φύεται δὲ παῤ ὕδασι καὶ τέλμασιν. ἔχει δὲ τὴν δύναμιν δριμεῖαν, παραπλησίαν ἀνεμώνη, ἑλκοῦσαν τὴν ἐπιφάνειαν, καὶ ψώρας καὶ ὄνυχας λεπροὺς ἀφιστᾷ. αἱ δὲ ῥίζαι χυλω θεῖσαι χρήσιφμοι εἰς ῥινὸς ἔγχυσιν μετὰ μέλιτος πρὸς κάθαρσιν κεφαλῆς.",Pilewort,,"The pilewort: some call it pyros agrios. It is a small herb, hanging loose from leafstalks, stemless, enveloped by ivy-like leaves, but rounder, smaller, tenderer, and less shiny. It has many small roots coming out of the same place like wheat that has been heaped up together; there are three or four of them that grow long. It grows near waters and marshlands. It has a sharp property, nearly resembling that of poppy anemone, ulcerating the skin, and it removes the mange and nails affected by psoriasis. Juice extracted from the root is useful for pouring into the nose with honey to purge the head.",
1,253,253,2,182,,,β´,ρπβ´,,ὀθόννα,,ὀθόννα,"ἄνθος, φύλλα, μικρόν","ὀθόννα· οἱ μέν φασι τοῦ μεγάλου χελιδονίου χυλὸν εἶναι, οἱ δὲ γλαυκίου, οἱ δὲ τῆς κερατίτιδος μήκωνος τῶν ἀνθῶν χυλόν, ἔνιοι δὲ μεῖγμα ἀναγαλλίδος τῆς κυανέας καὶ ὑοσκυάμου καὶ μήκωνος χυλῶν, οἱ δὲ βοτάνης Τρωγλοδυτικῆς τινος, ἥτις ὀθόννα καλεῖται, εἶναι χυλόν, γεννᾶσθαι δ᾿ αὐτὴν καὶ ἐν τῇ κατ᾿ Αἴγυπτον Ἀραβίᾳ. ἔχει δὲ τὰ φύλλα εὐζώμῳ ἐμφερῆ, πολύτρητα ὥσπερ σητόκοπα, ψαφαρά, ὀλιγόχυλα· ἄνθος δὲ φέρει κρόκινον, πλατύχυλλον, ὅθεν ἔδοξαν ἀνεμώνης αὐτό τινες εἶδος εἶναι. 2 χυλίζεται δὲ καὶ εἰς τὰ ὀφθαλμικά, ὅπου δεῖ ἀποκαθαίρειν, δάκνουσα, καὶ πάντα τὰ ἐπισκοτοῦντα ταῖς κόραις ἀποσμήχει. φασὶ δέ τινα καὶ ὑγρασίαν ἀπορρεῖν τῆς βοτάνης, ἣν πλύναντες καὶ χωρίσαντες τῶν λίθων ἀναπλάσσουσι τροχίσκους πρὸς τὰ αὐτά. ἔνιοι δέ φασιν αὐτὴν λίθον εἶναι Αἰγύπτιον ἐν τῇ Θηβαίδι γεννώμενον, χαλκόχρουν, μικρὸν τῷ μεγέθει, δάκνοντα τὴν γεῦσιν μετὰ πυρώσεως καὶ στύψεως.",Othonna,,"1. Some say that othonna is the juice of celandine, others that it is the juice of the homed poppy, others that it is the juice of the flowers of the homed poppy, others that it is a mixture of the juices of dark-blue flowered pimpernel, henbane, and poppy, others that it is the juice of some Troglodytic herb which is called othonna and that this herb grows also in that part of Arabia which is towards Egypt. It has leaves %%79 /eXiSoviov, “swallow.” that resemble the leaves of rocket, foil of holes as though moth-eaten, rough, and not very juicy. It puts out a saffron-colored flower that has broad petals on account of which some thought that it is a kind of a poppy anemone. 2. It is converted into juice for eye medications whenever there is need to clean, stinging and clearing all things that cast shadows over the pupils of the eyes. They say also that from this herb flows some sort of moisture, which, after washing and removing the stones, they shape into little discs for the same purposes. Some say, however, that it is an Egyptian stone, native to Thebes, copper-colored, small in size, biting the taste with burning and binding.",
1,253,253,2,183,,,β´,ρπγ´,,μυὸς ὦτα,,μυὸς ὦτα,"ῥίζα, φύλλα, ὦτα, πόα","μυὸς ὦτα· οἱ δὲ μυὸς ὠτίδα καλοῦσιν. ἀνίησι καυλοὺς ἀπὸ μιᾶς ῥίζης πλείονας ὑπερύθρους, κάτωθεν κοίλους, φύλλα δὲ στενὰ καὶ ἐπιμήκη, δάχιν ἐπηρμένην ἔχοντα, μελανίζοντα, ἀνὰ δύο πεφυκότα ἐκ διαστημάτων, εἰς ὀξὺ ἀπολήγοντα, ἐκφύεταί τε λεπτὰ καυλία ἐκ τῶν μασχαλῶν, ἐφ᾿ ὧν ἀνθύλλια κυανίζοντα, μικρά, ὡς τὰ τῆς ἀναγαλλίδος· ῥίζα δὲ δακτύλου τὸ πάχος, ἔχουσα πολλὰς ἀποβλαστήσεις. καθ᾿ ὅλου δ᾿ ἐστὶν ὁμοία ἡ πόα τῷ σκολοπενδρίῳ, λειοτέρα δὲ καὶ ἐλάσσων. ταύτης ἡ ῥίζα καταπλασθεῖσα αἰγιλώπια ἰᾶται· ἔνιοι δὲ καὶ τὴν ἑλξίνην μυὸς ὠτίδα καλοῦσιν.",Madwort,,"The madwort: but some call it myos otis. It sends out many reddish stalks from one root that are hollow at the lower end; the leaves are narrow and longish, having their mid-rib raised, dark in color, growing two by two at intervals, ending in a sharp point, and from the axils grow delicate stems on which there are small dark-blue flowers like the pimpernel’s. The root is thick as a finger and has many shoots. Generally, this herb is similar to scolopendrion,^^ although it is softer and smaller. Its root cures lachrymal fistulas when plastered on. Some call also the helxine^^ madwort.",
1,254,254,2,184,,,β´,ρπδ´,,ἰσάτις,,ἰσάτις,"φύλλα, φύλλον","ἰσάτις, ᾗ οἱ βαφεῖς χρῶνται· φύλλον ἔχει ἀρνογλώσσῳ ἐμφερές, λιπαρώτερον δὲ καὶ μελάντερον, καυλὸν δὲ ὑπὲρ πῆχυν. δύναται δὲ τὰ φύλλα καταπλασσόμενα πᾶν οἴδημα διαφορεῖν, καὶ φύματα καὶ ἔναιμα τραύματα κολλᾷ καὶ αἱμορραγίας στἑλλει καὶ φαγεδαινικὰ ἔλκη καὶ ἕρπητας καὶ ἐρυσιπέλατα θεραπεύει.",Woad,,"The woad, which the dyers use, has foliage like the plantain’s, but shinier and darker, and a stem over a cubit long. When used as a poultice, its leaves are able to dissipate every swelling and growth; they close bloody wounds, stem hemorrhages, and treat cancerous sores, shingles, and erysipelas.",
1,254,254,2,185,,,β´,ρπε´,,ἰσάτις ἀγρία,,ἰσάτις ἀγρία,"ἄνθος, σπέρμα, φύλλα, ἀγρία","ἰσάτις ἀγρία, παραπλήσιος οὖσα οἱ βαφεῖς χρῶνται, φύλλα ἔχει μείζονα πρὸς τὰ τῆς θρίδακος, καυλούς τε πολλούς, λεπτούς, πολυσχιδεῖς, ὑπερύθρους, ἔχοντας ἐξ ἄκρου ὥσπερ θυλάκια γλωττοειδῆ πολλὰ ἀποκρεμάμενα, ἐν οἷς τὸ σπέρμα, ἄνθος δὲ μήλινον, λεπτόν. δύναται δὲ τὰ αὐτὰ τῇ πρὸ αὐτῆς, ὠρελοῦσα καὶ σπληνικοὺς πινομένη καὶ καταπλασσομένη.",Wild woad,,"The wild woad, which closely resembles the one dyers use, has leaves that are larger in relation to the leaves of the lettuce and many delicate and much-cloven reddish stalks. From their tip, as if hanging, there are %%This name is given to several different plants, e.g miltwaste, polypody, etc. See Dsc. Bk. II, 178 and II, n. 77. many tongue-like little sacks containing the seed; the flower is quince­ yellow and delicate. It is capable of the same results as the previous one; it also helps people with spleen disease when drunk and when plastered on.",
